,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,CLM_AMT,CLM_COUNT,EXPOSURE
923,651998401,0,1948-12-20,50.0,0,0.0,0.0,No,,No,F,High School,Home Maker,37,Private,6500,3,Sports Car,no,No,0,1.0,Highly Urban/ Urban,2668,5,1.0
924,888316246,0,1955-12-16,43.0,1,8.0,24000.0,Yes,,No,F,High School,Clerical,25,Private,14070,21,Sports Car,no,No,2,1.0,Highly Urban/ Urban,4488,3,0.33
925,561039232,0,1966-01-06,33.0,1,,113000.0,No,307000.0,Yes,F,PhD,Lawyer,29,Private,16090,2,Sports Car,no,No,0,19.0,Highly Urban/ Urban,6868,2,1.0
926,204629831,1,1954-08-23,45.0,1,10.0,36000.0,Yes,,No,M,High School,Clerical,48,Private,20010,4,Minivan,no,No,3,8.0,Highly Urban/ Urban,5811,3,0.771
927,184370200,2,1962-11-22,36.0,2,10.0,36000.0,Yes,,No,M,High School,Clerical,34,Private,13840,6,Minivan,yes,No,3,1.0,Highly Rural/ Rural,890,2,0.237
928,893164992,0,1949-11-06,50.0,0,12.0,102000.0,No,308000.0,Yes,M,Masters,Manager,55,Commercial,19380,11,Van,yes,No,0,21.0,Highly Urban/ Urban,0,0,0.075
929,657603682,0,1952-09-23,47.0,0,11.0,79000.0,No,234000.0,Yes,M,Bachelors,Blue Collar,23,Commercial,17410,4,Van,yes,No,1,8.0,Highly Urban/ Urban,0,0,1.0
930,528698470,1,1955-06-09,44.0,1,12.0,19000.0,No,130000.0,Yes,F,Below High Sc,Clerical,28,Private,22500,11,Minivan,no,No,0,5.0,Highly Urban/ Urban,0,0,1.0
931,243138203,0,1953-04-10,46.0,0,8.0,133000.0,No,348000.0,Yes,M,Masters,Unknown,20,Commercial,23910,13,Panel Truck,yes,No,1,9.0,Highly Urban/ Urban,0,0,1.0
932,932076592,0,1963-12-14,35.0,2,10.0,99000.0,Yes,254000.0,No,F,Bachelors,Blue Collar,40,Commercial,20870,9,SUV,no,No,3,15.0,Highly Urban/ Urban,6755,1,1.0
933,575863096,0,1952-05-01,47.0,0,11.0,183000.0,No,408000.0,Yes,M,Masters,Lawyer,44,Private,1500,4,Minivan,yes,No,2,17.0,Highly Urban/ Urban,0,0,0.504
934,643171611,0,1939-11-28,59.0,3,18.0,69000.0,No,256000.0,Yes,M,Bachelors,Blue Collar,34,Commercial,14350,1,Minivan,yes,No,1,12.0,Highly Rural/ Rural,0,0,0.792
935,33092467,0,1961-12-26,37.0,1,11.0,55000.0,No,181000.0,Yes,F,Masters,Lawyer,46,Private,19220,4,SUV,no,No,0,17.0,Highly Urban/ Urban,0,0,1.0
936,458250012,0,1958-11-02,41.0,0,10.0,131000.0,No,319000.0,Yes,F,Masters,Lawyer,31,Private,5600,10,SUV,no,No,3,21.0,Highly Urban/ Urban,0,0,1.0
937,439757265,0,1956-08-07,43.0,0,4.0,135000.0,No,358000.0,Yes,F,PhD,Doctor,31,Private,20470,6,SUV,no,No,0,16.0,Highly Urban/ Urban,0,0,0.045
938,430670098,0,1969-04-01,30.0,2,11.0,132000.0,Yes,362000.0,No,M,Bachelors,Professional,38,Private,14820,6,Minivan,yes,No,5,11.0,Highly Urban/ Urban,0,0,1.0
939,880340839,0,1953-09-02,46.0,0,10.0,108000.0,No,324000.0,Yes,F,Masters,Lawyer,35,Private,12290,4,Sports Car,no,No,3,11.0,Highly Urban/ Urban,0,0,0.303
940,64308498,0,1943-09-14,56.0,0,14.0,14000.0,No,135000.0,Yes,F,High School,Home Maker,28,Private,35620,1,SUV,no,No,0,9.0,Highly Urban/ Urban,0,0,1.0
941,528843888,0,1956-08-22,43.0,0,9.0,216000.0,No,526000.0,Yes,M,PhD,Unknown,38,Commercial,36390,6,Panel Truck,yes,No,1,13.0,Highly Urban/ Urban,5455,5,1.0
942,365563286,0,1948-12-14,50.0,0,9.0,181000.0,No,486000.0,Yes,F,PhD,Unknown,42,Commercial,36690,1,Van,no,No,1,16.0,Highly Urban/ Urban,6849,2,0.744
943,495504901,0,1959-02-01,40.0,2,12.0,71000.0,No,203000.0,Yes,M,Bachelors,Clerical,25,Private,12620,1,Minivan,yes,Yes,5,13.0,Highly Urban/ Urban,0,0,1.0
944,851535496,0,1950-08-04,49.0,0,6.0,46000.0,No,240000.0,No,M,Bachelors,Manager,34,Private,16460,17,Van,no,No,2,,Highly Urban/ Urban,0,0,1.0
945,559629694,0,1959-03-11,40.0,0,12.0,74000.0,No,252000.0,Yes,F,Masters,Unknown,24,Commercial,28620,1,Van,no,No,0,,Highly Urban/ Urban,0,0,1.0
946,673625030,0,1947-12-25,51.0,0,16.0,36000.0,No,170000.0,Yes,M,High School,Clerical,51,Commercial,18050,6,Van,no,No,1,1.0,Highly Rural/ Rural,0,0,1.0
947,171651788,0,1959-10-06,40.0,0,0.0,0.0,No,,No,F,High School,Student,48,Commercial,8690,10,SUV,no,No,0,10.0,Highly Rural/ Rural,0,0,1.0
948,937660052,0,1961-07-16,38.0,0,11.0,71000.0,No,194000.0,Yes,F,Bachelors,Blue Collar,34,Commercial,14980,9,SUV,no,Yes,0,9.0,Highly Urban/ Urban,1909,4,0.198
949,810479400,0,1966-06-25,33.0,2,14.0,59000.0,No,198000.0,Yes,M,High School,Blue Collar,26,Commercial,10580,1,Pickup,yes,No,1,1.0,Highly Urban/ Urban,20540,3,1.0
950,994894155,1,1963-07-30,36.0,1,11.0,110000.0,No,278000.0,Yes,F,Bachelors,Blue Collar,15,Commercial,29960,10,Minivan,no,No,0,12.0,Highly Urban/ Urban,7443,1,0.714
951,106952963,3,1962-07-20,37.0,3,10.0,108000.0,Yes,309000.0,No,M,Masters,Manager,14,Commercial,24440,4,Panel Truck,yes,No,1,17.0,Highly Urban/ Urban,0,0,0.438
952,206064949,0,1964-03-16,35.0,2,13.0,9000.0,No,128000.0,Yes,F,High School,Blue Collar,50,Commercial,5370,1,SUV,no,No,6,1.0,Highly Urban/ Urban,962,4,1.0
953,422322006,0,1973-06-27,26.0,0,9.0,54000.0,No,153000.0,Yes,F,Bachelors,Blue Collar,37,Commercial,18980,10,SUV,no,No,0,1.0,Highly Rural/ Rural,0,0,0.834
954,792318698,1,1957-10-25,42.0,4,15.0,10000.0,No,,Yes,F,High School,Student,37,Private,6690,11,SUV,no,Yes,0,1.0,Highly Urban/ Urban,0,0,0.825
955,944417458,0,1964-09-24,35.0,0,8.0,33000.0,No,142000.0,No,F,Below High Sc,Blue Collar,26,Private,13120,4,SUV,no,No,3,1.0,Highly Urban/ Urban,0,0,1.0
956,43560967,0,1944-02-10,55.0,0,11.0,44000.0,No,215000.0,Yes,F,Bachelors,Manager,27,Private,15890,10,SUV,no,No,0,11.0,Highly Urban/ Urban,0,0,1.0
957,202973016,0,1951-03-08,48.0,0,10.0,87000.0,No,287000.0,Yes,M,Bachelors,Blue Collar,39,Private,15790,4,Minivan,yes,No,0,,Highly Urban/ Urban,0,0,0.999
958,337358239,0,1950-01-25,49.0,0,0.0,0.0,No,,No,F,Bachelors,Home Maker,52,Private,6400,3,SUV,no,No,5,9.0,Highly Urban/ Urban,4439,4,0.405
959,384934557,0,1962-01-20,37.0,1,9.0,6000.0,No,114000.0,Yes,F,High School,Student,43,Private,5300,1,SUV,no,No,0,8.0,Highly Urban/ Urban,0,0,1.0
960,566117893,0,1951-03-28,48.0,0,8.0,117000.0,No,332000.0,Yes,M,PhD,Unknown,12,Commercial,28510,4,Panel Truck,yes,Yes,0,20.0,Highly Urban/ Urban,0,0,0.354
961,12233674,0,1968-12-24,30.0,0,10.0,38000.0,No,165000.0,Yes,M,High School,Blue Collar,75,Commercial,16170,6,Minivan,yes,No,1,1.0,Highly Rural/ Rural,0,0,1.0
962,61725370,0,1944-05-15,55.0,0,13.0,74000.0,No,,No,F,Bachelors,Professional,61,Private,12520,9,SUV,no,Yes,7,12.0,Highly Rural/ Rural,2203,2,0.588
963,533130158,0,1956-01-12,43.0,4,14.0,,No,182000.0,Yes,M,Below High Sc,Blue Collar,30,Private,19670,6,Van,yes,No,0,8.0,Highly Urban/ Urban,0,0,1.0
964,50542167,0,1937-04-16,62.0,0,9.0,133000.0,No,343000.0,Yes,M,Masters,Unknown,20,Commercial,33010,6,Pickup,yes,No,0,20.0,Highly Urban/ Urban,0,0,1.0
965,519429084,0,1956-11-24,42.0,0,7.0,3000.0,No,,Yes,M,High School,Student,44,Commercial,7230,4,Pickup,no,No,0,9.0,Highly Rural/ Rural,0,0,0.615
966,355004402,0,1945-11-03,54.0,0,7.0,92000.0,No,266000.0,Yes,F,Bachelors,Professional,42,Private,16090,1,SUV,no,No,0,9.0,Highly Rural/ Rural,0,0,1.0
967,435559869,0,1952-08-14,47.0,0,8.0,76000.0,No,219000.0,Yes,M,Bachelors,Professional,22,Private,37580,9,Minivan,no,No,0,1.0,Highly Urban/ Urban,0,0,1.0
968,271390150,0,1962-12-02,36.0,1,4.0,76000.0,Yes,,No,M,Bachelors,Blue Collar,36,Commercial,22520,20,Van,no,No,2,6.0,Highly Urban/ Urban,0,0,1.0
969,726538399,0,1955-11-04,44.0,1,,48000.0,No,132000.0,Yes,F,High School,Blue Collar,31,Commercial,10710,1,Minivan,no,No,2,6.0,Highly Urban/ Urban,0,0,0.159
970,532990858,1,1960-05-03,39.0,1,12.0,,Yes,,No,M,Below High Sc,Clerical,40,Commercial,5400,6,Pickup,yes,No,4,1.0,Highly Urban/ Urban,6255,1,0.132
971,244445585,0,1951-09-01,48.0,0,11.0,136000.0,No,,No,M,Masters,Lawyer,34,Private,30280,10,Minivan,yes,Yes,2,11.0,Highly Urban/ Urban,0,0,0.816
972,603952631,0,1968-04-03,31.0,3,12.0,14000.0,Yes,,No,M,Below High Sc,Clerical,24,Private,12470,10,Minivan,yes,No,2,5.0,Highly Urban/ Urban,0,0,1.0
973,946040735,0,1959-04-08,40.0,0,11.0,84000.0,No,225000.0,Yes,F,Masters,Lawyer,28,Private,24530,1,SUV,no,No,0,14.0,Highly Urban/ Urban,0,0,1.0
974,264240413,0,1959-11-05,40.0,1,13.0,38000.0,Yes,,No,M,Bachelors,Clerical,45,Private,13890,4,Minivan,no,Yes,0,10.0,Highly Urban/ Urban,2303,2,1.0
975,855884573,2,1959-12-07,39.0,2,0.0,,No,99000.0,Yes,F,High School,Home Maker,46,Private,13840,6,SUV,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
976,889607442,0,1966-11-07,33.0,1,11.0,14000.0,No,,Yes,F,High School,Student,49,Private,4800,1,SUV,no,No,0,1.0,Highly Urban/ Urban,5181,3,1.0
977,233104477,0,1962-08-14,37.0,0,11.0,90000.0,No,240000.0,Yes,F,Bachelors,Manager,25,Private,14890,12,SUV,no,Yes,0,14.0,Highly Urban/ Urban,0,0,1.0
978,762271373,0,1948-05-08,51.0,0,14.0,122000.0,No,393000.0,Yes,M,Masters,Lawyer,56,Private,14740,1,Minivan,no,No,4,15.0,Highly Urban/ Urban,0,0,1.0
979,646644539,1,1963-11-18,35.0,2,5.0,71000.0,Yes,225000.0,No,M,Masters,Lawyer,32,Private,18390,11,Minivan,yes,No,1,21.0,Highly Urban/ Urban,0,0,1.0
980,884881408,0,1945-04-19,54.0,0,9.0,95000.0,No,301000.0,Yes,F,PhD,Clerical,42,Commercial,33700,7,Minivan,yes,No,6,10.0,Highly Rural/ Rural,0,0,1.0
981,91970915,1,1963-07-14,36.0,2,9.0,22000.0,Yes,118000.0,No,M,Below High Sc,Clerical,27,Private,7290,6,Minivan,no,No,0,1.0,Highly Rural/ Rural,0,0,1.0
982,290532681,0,1951-03-07,48.0,0,5.0,93000.0,No,257000.0,Yes,F,Masters,Manager,39,Private,15590,7,SUV,no,No,2,9.0,Highly Urban/ Urban,0,0,0.027
983,604014833,0,1946-02-28,53.0,0,10.0,185000.0,No,475000.0,Yes,F,PhD,Manager,49,Private,22070,17,Pickup,no,No,3,12.0,Highly Urban/ Urban,0,0,1.0
984,297184888,0,1961-09-28,38.0,0,12.0,98000.0,No,268000.0,Yes,M,Masters,Manager,39,Private,15080,7,Minivan,no,No,3,10.0,Highly Urban/ Urban,0,0,1.0
985,946150116,0,1951-07-28,48.0,0,15.0,25000.0,No,141000.0,No,M,Below High Sc,Blue Collar,39,Commercial,20350,1,Van,yes,No,0,8.0,Highly Rural/ Rural,0,0,1.0
986,75005626,0,1958-05-24,41.0,0,9.0,19000.0,No,,No,M,Below High Sc,Blue Collar,50,Private,5600,1,Minivan,no,Yes,1,1.0,Highly Urban/ Urban,2553,5,0.24
987,438313427,0,1955-07-20,44.0,0,13.0,103000.0,No,345000.0,No,M,Bachelors,Professional,38,Private,5960,7,Pickup,yes,Yes,1,17.0,Highly Urban/ Urban,0,0,1.0
988,834417714,0,1951-05-04,48.0,0,12.0,59000.0,No,208000.0,No,M,Bachelors,Blue Collar,50,Private,12230,3,Minivan,yes,No,3,11.0,Highly Urban/ Urban,0,0,1.0
989,202517761,0,1961-09-25,38.0,0,11.0,48000.0,No,180000.0,No,F,High School,Clerical,38,Private,10120,3,SUV,no,No,4,8.0,Highly Urban/ Urban,22180,6,1.0
990,170332960,0,1967-07-31,32.0,2,0.0,0.0,Yes,,No,F,High School,Home Maker,28,Private,10120,1,SUV,no,No,1,8.0,Highly Urban/ Urban,2398,1,1.0
991,339409075,0,1954-07-15,45.0,0,10.0,97000.0,No,273000.0,Yes,F,Bachelors,Blue Collar,29,Commercial,7880,4,SUV,no,No,7,9.0,Highly Urban/ Urban,0,0,1.0
992,520479444,0,1974-10-03,25.0,0,0.0,0.0,No,,Yes,M,High School,Student,37,Private,4000,1,Minivan,yes,No,3,1.0,Highly Rural/ Rural,0,0,1.0
993,937101626,0,1951-03-15,48.0,0,12.0,30000.0,No,138000.0,Yes,F,High School,Blue Collar,29,Commercial,6300,1,SUV,no,Yes,0,12.0,Highly Urban/ Urban,5600,3,1.0
994,735675417,0,1969-09-08,30.0,0,0.0,0.0,No,,No,F,High School,Home Maker,18,Private,1500,10,Sports Car,no,No,0,7.0,Highly Rural/ Rural,0,0,0.918
995,581610822,0,1952-12-14,46.0,0,10.0,135000.0,No,,No,M,Masters,Unknown,30,Commercial,29930,4,Panel Truck,no,No,1,13.0,Highly Urban/ Urban,0,0,0.513
996,97502024,0,1963-04-20,36.0,3,15.0,8000.0,No,76000.0,Yes,M,Below High Sc,Student,5,Private,15500,1,Minivan,yes,No,7,1.0,Highly Urban/ Urban,0,0,0.783
997,577375929,1,1953-11-19,45.0,1,10.0,39000.0,Yes,210000.0,No,F,Bachelors,Manager,43,Private,10520,1,Sports Car,no,No,1,11.0,Highly Urban/ Urban,0,0,1.0
998,427973991,1,1958-02-11,41.0,2,15.0,44000.0,No,158000.0,Yes,F,Bachelors,Clerical,74,Private,11710,4,Sports Car,no,No,0,11.0,Highly Rural/ Rural,0,0,1.0
999,656344335,0,1955-12-09,43.0,0,7.0,84000.0,No,,No,M,Bachelors,Professional,5,Commercial,24950,1,Panel Truck,no,No,0,13.0,Highly Urban/ Urban,0,0,1.0
1000,449092328,0,1971-11-09,28.0,2,12.0,57000.0,Yes,,No,M,High School,Clerical,60,Private,5810,6,Minivan,no,No,0,10.0,Highly Rural/ Rural,0,0,0.579
1001,53576888,0,1950-09-29,49.0,0,6.0,8000.0,No,99000.0,No,M,Below High Sc,Student,42,Private,6400,6,Minivan,no,No,0,6.0,Highly Rural/ Rural,0,0,1.0
1002,535896650,0,1969-11-17,30.0,2,12.0,107000.0,Yes,,No,F,Bachelors,Manager,43,Private,26520,7,Sports Car,no,No,0,13.0,Highly Urban/ Urban,3282,3,0.321
1003,44950663,2,1956-10-15,43.0,3,14.0,12000.0,No,101000.0,Yes,F,High School,Clerical,43,Private,26710,17,Pickup,no,No,0,7.0,Highly Urban/ Urban,3337,2,1.0
1004,660436395,0,1947-09-26,52.0,0,13.0,92000.0,No,286000.0,Yes,F,High School,Blue Collar,55,Commercial,20160,1,Minivan,no,No,0,1.0,Highly Urban/ Urban,0,0,0.873
1005,685516044,0,1964-08-10,35.0,2,10.0,49000.0,No,162000.0,Yes,M,High School,Blue Collar,54,Private,9210,10,Pickup,no,No,0,7.0,Highly Urban/ Urban,0,0,1.0
1006,112320676,0,1955-04-09,44.0,0,12.0,87000.0,No,261000.0,Yes,M,Masters,Unknown,36,Commercial,24900,3,Panel Truck,yes,No,0,12.0,Highly Urban/ Urban,0,0,1.0
1007,734265621,0,1947-09-12,52.0,0,14.0,285000.0,No,645000.0,Yes,M,PhD,Manager,33,Commercial,35190,3,Panel Truck,yes,No,0,19.0,Highly Urban/ Urban,0,0,1.0
1008,299869772,2,1957-05-19,42.0,2,8.0,57000.0,Yes,,No,F,High School,Blue Collar,37,Commercial,9420,6,Sports Car,no,No,2,1.0,Highly Urban/ Urban,20433,7,1.0
1009,157607694,0,1958-08-30,41.0,2,13.0,,Yes,,No,F,High School,Clerical,35,Private,11830,4,SUV,no,No,1,1.0,Highly Urban/ Urban,6075,1,1.0
1010,989828809,0,1953-06-20,46.0,0,5.0,40000.0,No,117000.0,Yes,F,Masters,Professional,5,Private,17940,6,Minivan,no,No,0,10.0,Highly Urban/ Urban,0,0,1.0
1011,351272937,0,1975-08-02,24.0,4,,0.0,Yes,,No,M,High School,Student,58,Commercial,3900,14,Minivan,yes,No,3,6.0,Highly Rural/ Rural,0,0,1.0
1012,509427828,1,1957-08-18,42.0,2,9.0,45000.0,No,,Yes,F,Masters,Lawyer,51,Private,25750,1,SUV,no,No,3,9.0,Highly Urban/ Urban,3753,3,0.399
1013,693292141,0,1954-02-25,45.0,0,,79000.0,No,237000.0,Yes,M,Masters,Lawyer,24,Private,15950,7,Minivan,no,No,0,15.0,Highly Urban/ Urban,0,0,1.0
1014,450344267,0,1976-11-12,23.0,3,10.0,27000.0,Yes,,No,M,High School,Clerical,53,Private,6520,3,Pickup,yes,No,5,1.0,Highly Urban/ Urban,2804,3,1.0
1015,137281356,0,1952-07-17,47.0,0,7.0,29000.0,No,144000.0,No,M,High School,Professional,22,Private,10990,1,Pickup,yes,No,2,8.0,Highly Rural/ Rural,0,0,1.0
1016,241830346,0,1962-08-14,37.0,2,9.0,1000.0,No,,Yes,F,Below High Sc,Student,42,Private,11370,1,Sports Car,no,No,4,5.0,Highly Rural/ Rural,0,0,1.0
1017,179378595,0,1954-09-09,45.0,2,6.0,131000.0,Yes,,No,M,Bachelors,Professional,19,Private,28400,7,Minivan,no,No,0,8.0,Highly Urban/ Urban,0,0,1.0
1018,405093473,0,1934-03-18,65.0,0,0.0,0.0,No,111000.0,Yes,F,PhD,Home Maker,43,Private,16830,6,SUV,no,No,0,13.0,Highly Rural/ Rural,0,0,1.0
1019,508605858,0,1953-12-11,45.0,3,14.0,227000.0,Yes,545000.0,No,M,PhD,Manager,11,Commercial,31370,1,Panel Truck,yes,No,0,20.0,Highly Urban/ Urban,0,0,1.0
1020,669242372,0,1953-11-20,45.0,2,13.0,103000.0,No,324000.0,Yes,M,Masters,Professional,31,Private,14830,6,Minivan,yes,No,0,16.0,Highly Urban/ Urban,0,0,0.033
1021,141677056,0,1954-07-09,45.0,1,15.0,92000.0,No,318000.0,Yes,M,Masters,Lawyer,47,Private,16190,14,Minivan,yes,No,2,11.0,Highly Urban/ Urban,0,0,0.363
1022,61970712,0,1954-06-17,45.0,0,9.0,108000.0,No,295000.0,Yes,M,Masters,Lawyer,30,Private,16820,4,Van,yes,No,0,12.0,Highly Urban/ Urban,0,0,0.633
1023,550890153,0,1944-07-26,55.0,0,12.0,88000.0,No,285000.0,Yes,M,Masters,Manager,60,Commercial,38340,4,Panel Truck,no,No,0,16.0,Highly Urban/ Urban,0,0,1.0
1024,386767475,1,1957-01-14,42.0,3,13.0,43000.0,No,197000.0,Yes,F,High School,Clerical,26,Private,22150,15,SUV,no,No,0,6.0,Highly Urban/ Urban,2088,4,0.636
1025,535150620,0,1956-08-22,43.0,0,12.0,66000.0,No,248000.0,Yes,F,Masters,Lawyer,42,Private,12410,1,SUV,no,No,0,14.0,Highly Urban/ Urban,2479,5,1.0
1026,437754829,2,1963-01-23,36.0,3,6.0,26000.0,No,134000.0,Yes,M,Below High Sc,Blue Collar,41,Private,18290,6,Minivan,no,Yes,0,1.0,Highly Urban/ Urban,0,0,1.0
1027,847570626,0,1945-08-15,54.0,0,16.0,19000.0,No,159000.0,Yes,M,Masters,Manager,51,Private,11550,10,Pickup,yes,No,0,9.0,Highly Urban/ Urban,0,0,0.294
1028,65565555,0,1950-02-07,49.0,0,16.0,70000.0,No,198000.0,Yes,F,Bachelors,Professional,5,Private,6400,4,SUV,no,No,3,11.0,Highly Urban/ Urban,0,0,1.0
1029,988703393,0,1972-12-04,26.0,3,11.0,29000.0,No,119000.0,Yes,M,High School,Clerical,40,Private,17370,1,Van,no,No,0,9.0,Highly Rural/ Rural,4544,2,0.426
1030,474290004,0,1969-11-12,30.0,0,11.0,113000.0,No,293000.0,No,M,High School,Manager,24,Private,12770,1,Minivan,yes,No,0,1.0,Highly Urban/ Urban,9863,5,1.0
1031,536804471,0,1960-04-14,39.0,0,11.0,108000.0,No,273000.0,No,F,Bachelors,Professional,49,Private,7330,10,SUV,no,No,6,11.0,Highly Urban/ Urban,0,0,1.0
1032,197143019,1,1947-10-17,52.0,1,12.0,51000.0,Yes,220000.0,No,M,Bachelors,Manager,12,Private,1500,7,Minivan,no,No,0,10.0,Highly Urban/ Urban,3971,2,0.141
1033,736936242,0,1940-11-13,59.0,0,13.0,84000.0,No,244000.0,Yes,M,Bachelors,Blue Collar,52,Commercial,28250,4,Sports Car,yes,No,0,1.0,Highly Rural/ Rural,0,0,1.0
1034,467907264,0,1965-12-17,33.0,2,14.0,54000.0,No,198000.0,Yes,F,High School,Blue Collar,28,Commercial,8700,4,SUV,no,No,0,1.0,Highly Rural/ Rural,0,0,0.585
1035,181829322,0,1954-03-12,45.0,2,16.0,63000.0,No,219000.0,Yes,F,Bachelors,Professional,23,Private,24510,1,Minivan,no,No,0,14.0,Highly Urban/ Urban,0,0,1.0
1036,234713782,0,1954-08-21,45.0,3,16.0,33000.0,No,125000.0,Yes,M,Below High Sc,Blue Collar,32,Commercial,18400,6,Van,no,No,1,2.0,Highly Rural/ Rural,0,0,1.0
1037,111008804,0,1960-09-01,39.0,0,10.0,107000.0,No,,No,F,Bachelors,Blue Collar,21,Private,19960,10,SUV,no,No,0,12.0,Highly Urban/ Urban,0,0,0.264
1038,363221604,0,1955-01-12,44.0,0,6.0,85000.0,No,222000.0,Yes,F,Masters,Lawyer,10,Private,7930,11,SUV,no,No,3,17.0,Highly Urban/ Urban,0,0,0.357
1039,304736924,0,1942-11-29,56.0,0,14.0,64000.0,No,,No,F,High School,Blue Collar,51,Commercial,13450,11,Sports Car,no,Yes,1,4.0,Highly Urban/ Urban,2160,5,1.0
1040,528286303,0,1959-02-02,40.0,0,11.0,4000.0,No,,No,F,Masters,Home Maker,54,Private,10400,4,Minivan,no,No,1,17.0,Highly Urban/ Urban,0,0,1.0
1041,109104767,0,1949-07-26,50.0,0,7.0,62000.0,No,227000.0,Yes,M,Bachelors,Manager,30,Private,12710,10,Minivan,no,No,0,6.0,Highly Urban/ Urban,0,0,1.0
1042,524414536,0,1967-11-29,31.0,1,10.0,26000.0,No,,Yes,F,Bachelors,Student,47,Private,7210,4,SUV,no,No,0,8.0,Highly Urban/ Urban,0,0,1.0
1043,396881068,0,1942-10-23,57.0,0,7.0,94000.0,No,303000.0,Yes,M,Masters,Manager,16,Private,16870,11,Van,yes,No,0,14.0,Highly Urban/ Urban,0,0,1.0
1044,147215888,0,1942-05-22,57.0,0,10.0,217000.0,No,,No,F,PhD,Unknown,40,Commercial,20590,1,Pickup,no,No,5,13.0,Highly Urban/ Urban,1645,2,1.0
1045,742200775,0,1948-10-27,51.0,0,11.0,55000.0,No,,No,F,Masters,Lawyer,31,Private,33400,6,Minivan,no,No,1,10.0,Highly Urban/ Urban,0,0,1.0
1046,994001102,0,1950-02-02,49.0,0,13.0,66000.0,No,229000.0,Yes,M,Bachelors,Professional,17,Private,8550,4,Pickup,yes,No,0,11.0,Highly Urban/ Urban,0,0,1.0
1047,738003591,0,1952-05-14,47.0,0,11.0,78000.0,No,223000.0,Yes,M,High School,Professional,66,Private,21030,4,Minivan,yes,No,2,12.0,Highly Urban/ Urban,0,0,1.0
1048,403517745,0,1961-05-10,38.0,2,15.0,136000.0,Yes,340000.0,No,F,Bachelors,Manager,23,Private,21130,13,Minivan,no,No,0,12.0,Highly Urban/ Urban,0,0,0.153
1049,335505768,0,1929-09-03,70.0,0,14.0,12000.0,No,,No,F,High School,Manager,18,Private,27040,10,SUV,no,No,3,6.0,Highly Urban/ Urban,0,0,1.0
1050,64132133,0,1946-03-07,53.0,0,12.0,176000.0,No,497000.0,Yes,F,Masters,Lawyer,18,Private,41180,1,Minivan,no,No,0,16.0,Highly Urban/ Urban,0,0,1.0
1051,866100928,0,1941-08-08,58.0,0,13.0,104000.0,No,323000.0,No,F,Masters,Lawyer,49,Private,30580,1,Sports Car,no,No,0,17.0,Highly Rural/ Rural,6418,3,1.0
1052,8649966,0,1960-11-16,39.0,0,13.0,,No,90000.0,Yes,M,High School,Clerical,7,Commercial,5480,1,Pickup,yes,No,1,1.0,Highly Urban/ Urban,1185,3,0.951
1053,3246903,0,1966-12-01,32.0,5,0.0,0.0,No,,Yes,M,Below High Sc,Student,24,Private,4700,4,Minivan,yes,No,0,8.0,Highly Urban/ Urban,0,0,1.0
1054,387139563,0,1962-10-16,37.0,1,9.0,67000.0,Yes,,No,F,PhD,Lawyer,40,Private,23340,9,Pickup,no,No,5,22.0,Highly Urban/ Urban,0,0,1.0
1055,302381933,0,1951-10-01,48.0,0,9.0,40000.0,No,,No,F,High School,Clerical,24,Private,5540,4,Sports Car,no,Yes,1,1.0,Highly Urban/ Urban,4456,2,1.0
1056,541831702,0,1962-05-12,37.0,0,11.0,24000.0,No,144000.0,Yes,F,Masters,Lawyer,25,Private,19720,4,SUV,no,Yes,3,13.0,Highly Urban/ Urban,0,0,1.0
1057,573494104,0,1955-09-24,44.0,1,16.0,36000.0,No,88000.0,Yes,F,PhD,Manager,40,Private,13050,6,Sports Car,no,Yes,3,18.0,Highly Urban/ Urban,0,0,1.0
1058,114135074,0,1952-03-19,47.0,0,12.0,144000.0,No,379000.0,Yes,F,PhD,Manager,23,Commercial,38120,1,Panel Truck,no,No,2,16.0,Highly Urban/ Urban,0,0,1.0
1059,400710320,0,1954-07-16,45.0,2,13.0,73000.0,No,246000.0,Yes,F,Bachelors,Professional,24,Private,13210,10,SUV,no,No,2,10.0,Highly Urban/ Urban,0,0,1.0
1060,232648329,0,1945-01-14,54.0,0,12.0,,No,296000.0,Yes,M,PhD,Manager,22,Commercial,25520,10,Panel Truck,no,No,1,14.0,Highly Urban/ Urban,0,0,1.0
1061,745121955,0,1949-10-20,50.0,0,12.0,227000.0,No,560000.0,No,F,PhD,Unknown,50,Commercial,6500,1,Pickup,no,No,3,16.0,Highly Urban/ Urban,0,0,1.0
1062,872661512,0,1952-08-31,47.0,0,11.0,63000.0,No,228000.0,Yes,F,Below High Sc,Clerical,22,Private,7820,17,SUV,no,No,0,1.0,Highly Urban/ Urban,0,0,0.69
1063,570595259,0,1960-06-10,39.0,2,13.0,27000.0,Yes,144000.0,No,M,Masters,Lawyer,26,Private,21950,1,Van,no,No,4,9.0,Highly Urban/ Urban,0,0,0.171
